Model,Scenario,Region,Variable,Unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Import Energy,billion US$2010/yr,,,326.38742,327.66517,314.33579,285.52044,244.69004,205.03229,162.95901,103.25698,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Import Energy,billion US$2010/yr,,,3414.0996,3298.3683,3352.6145,3408.004,3330.1515,3254.0091,3082.7696,2873.0316,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Import Industry,billion US$2010/yr,,,1742.043,1922.3601,2268.5433,2680.8439,3052.6918,3448.2649,3836.2065,4200.3629,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Import Industry,billion US$2010/yr,,,14958.486,16664.189,19515.169,22816.489,25464.627,28242.489,30912.804,33319.005,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Import Other,billion US$2010/yr,,,395.05299,434.48861,511.30069,602.40333,682.38608,769.08907,852.11639,933.45177,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Import Other,billion US$2010/yr,,,3785.346,4216.5643,4927.3287,5754.2023,6407.4365,7090.5706,7740.91,8334.2575,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Investment,billion US$2010/yr OR local currency,,,3138.1116,3461.3271,3948.8934,4483.3477,4907.437,5346.8286,5632.0521,5905.5577,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Investment,billion US$2010/yr OR local currency,,,27306.486,31521.028,37784.877,45049.286,50958.618,56490.816,61667.054,66527.526,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Investment Energy Supply,billion US$2010/yr OR local currency,,,195.20025,136.74657,192.40459,246.45991,195.23679,210.78932,175.2691,167.61709,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Investment Energy Supply,billion US$2010/yr OR local currency,,,2032.4898,2063.3854,2166.7163,2545.3901,2614.0359,2638.1315,2405.4524,2311.1241,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Investment Energy Supply,billion US$2010/yr or local currency/yr,,,89.029629,77.37119,139.26285,192.50797,178.05562,196.6953,172.9553,167.61709,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Investment Energy Supply,billion US$2010/yr or local currency/yr,,,585.36646,648.52711,821.47833,935.3939,1168.3398,1088.2139,1148.656,1125.6103,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Policy Cost Consumption Loss,billion US$2010/yr,,,0,0,0,0,29.256124,79.083268,203.06384,534.67022,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Policy Cost Consumption Loss,billion US$2010/yr,,,0,0,0,0,338.22363,988.32015,2096.2142,3622.84,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Policy Cost Equivalent Variation,billion US$2010/yr,,,0,0,0,0,-37.87435,-107.7126,-281.2183,-778.0856,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Policy Cost Equivalent Variation,billion US$2010/yr,,,0,0,0,0,-347.9257,-1084.841,-2355.13,-4247.807,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Policy Cost GDP Loss,billion US$2010/yr,,,0,0,0,0,40.831319,97.961722,246.69851,614.08856,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Policy Cost GDP Loss,billion US$2010/yr,,,0,0,0,0,352.20056,1011.6261,2041.7879,3387.6951,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Population,million,,,320.738,329.483,344.233,355.1,364.861,373.527,381.389,388.921,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Population,million,,,7333.468,7746.85,8111.181,8442.688,8740.321,9000.283,9221.271,9402.65,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Price Carbon,US$2010/t CO2,,,0,0,26.016591,75.031146,205.79354,444.89328,774.34285,2180.9956,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Price Carbon,US$2010/t CO2,,,0,1.617727156,8.969446235,18.717786,60.385028,106.82738,140.84695,40.422024,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Price Primary Energy,US$2010/GJ or local currency/GJ,,,7.879949887,5.973086822,10.234289,10.955626,11.449043,11.864153,11.4184,10.597455,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Price Primary Energy,US$2010/GJ or local currency/GJ,,,7.879949887,5.973086822,10.234289,10.955626,11.449043,11.864153,11.4184,10.597455,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy,EJ/yr,,,84.31983,75.228384,66.506385,58.77981,49.968803,44.062852,39.635099,34.947378,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy,EJ/yr,,,514.2448,515.67982,503.54842,505.65272,469.83837,440.6885,413.86911,394.26561,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Biomass,EJ/yr,,,0.25332906,0.217715716,0.347190421,0.590559306,0.970821135,1.386440506,1.725797246,2.182363229,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Biomass,EJ/yr,,,1.53329815,2.089051975,2.767298324,3.832651386,5.416334998,7.101837591,8.814173801,10.457956,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Biomass,EJ/yr,,,0,0,0,0,0.21586659,0.880719748,1.725797246,2.182363229,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Biomass,EJ/yr,,,0,0,0,0.079172706,0.860707328,2.667788976,4.849676747,7.387863786,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Biomass,EJ/yr,,,0.25332906,0.217715716,0.347190421,0.590559306,0.754954545,0.505720758,0,0,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Biomass,EJ/yr,,,1.53329815,2.089051975,2.767298324,3.75347868,4.55562767,4.434048616,3.964497054,3.070092472,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Coal,EJ/yr,,,15.446639,10.68125,5.84982204,2.346165248,0.638609514,0.222292951,0.116190696,0.038768212,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Coal,EJ/yr,,,158.4807,143.00428,126.15666,121.68179,90.400468,63.665769,45.940143,41.191928,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Coal,EJ/yr,,,14.343409,9.620051234,5.219332183,1.969777939,0.450484278,0.118356601,0.049029922,0.008083961,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Coal,EJ/yr,,,104.83526,94.161358,85.708846,82.232404,57.357993,36.640004,24.966939,24.473115,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Coal,EJ/yr,,,0,0,0,0.063444259,0.055198537,0.026778684,0.016656489,0.003771238,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Coal,EJ/yr,,,0,0,0.065076284,0.397132032,0.509628225,1.649848872,6.121319269,13.659722,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Coal,EJ/yr,,,14.343409,9.620051234,5.219332183,1.906333681,0.395285741,0.091577917,0.032373433,0.004312723,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Coal,EJ/yr,,,104.83526,94.161358,85.64377,81.835272,56.848365,34.990155,18.84562,10.813393,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Fossil,EJ/yr,,,79.498146,69.527218,59.631808,49.244172,36.748492,27.402005,20.616361,11.792183,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Fossil,EJ/yr,,,484.43315,479.98935,460.27545,449.47753,394.11637,344.18669,303.22138,270.33958,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Fossil,EJ/yr,,,0,0,0,0.063444259,0.749403436,0.902895332,1.14269773,0.941947166,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Fossil,EJ/yr,,,0,0,0.065076284,0.850123194,2.506948297,6.313112302,17.200872,34.913489,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Fossil,EJ/yr,,,79.498146,69.527218,59.631808,49.180728,35.999088,26.499109,19.473664,10.850236,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Fossil,EJ/yr,,,484.43315,479.98935,460.21037,448.62741,391.60943,337.87357,286.02051,235.42609,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Gas,EJ/yr,,,29.442628,27.738369,24.039513,19.025894,12.18828,7.598774597,5.581220543,2.798884546,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Gas,EJ/yr,,,135.75992,161.47344,158.02772,151.86869,133.94918,118.72655,109.65078,97.962581,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Gas,EJ/yr,,,11.536437,11.627651,10.201397,7.6942695,4.535328739,2.486447099,1.900266369,0.843905587,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Gas,EJ/yr,,,58.259893,74.631231,75.03986,72.142868,66.612305,61.542748,60.461589,57.255443,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Gas,EJ/yr,,,0,0,0,0,0.611783342,0.720567226,0.872707157,0.547362945,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Gas,EJ/yr,,,0,0,0,0.408855568,1.765271759,4.118100178,9.896332905,19.253565,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Gas,EJ/yr,,,11.536437,11.627651,10.201397,7.6942695,3.923545398,1.765879873,1.027559212,0.296542642,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Gas,EJ/yr,,,58.259893,74.631231,75.03986,71.734012,64.847033,57.424648,50.565257,38.001878,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Hydro,EJ/yr,,,0.95933321,1.0548,1.091631187,1.129748434,1.169196647,1.210022302,1.252273494,1.296,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Hydro,EJ/yr,,,14.312852,15.980212,17.073209,18.282106,19.62444,21.121071,22.796893,24.681727,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Non-Biomass Renewables,EJ/yr,,,1.836006541,2.73753346,4.131925062,6.997488969,10.871416,14.487095,17.007069,21.293523,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Non-Biomass Renewables,EJ/yr,,,19.557081,25.165692,32.545727,45.082751,64.090421,84.095025,97.35947,109.56657,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Nuclear,EJ/yr,,,2.985673633,2.963628,2.742648258,2.538145634,2.348891528,2.173748952,2.011665694,1.861668,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Nuclear,EJ/yr,,,9.441316877,9.6912,9.83239424,10.115547,10.56771,11.224719,12.134174,13.3596,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Oil,EJ/yr,,,34.608879,31.1076,29.742473,27.872113,23.921603,19.580937,14.91895,8.954530546,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Oil,EJ/yr,,,190.19253,175.51164,176.09107,175.92705,169.76673,161.79436,147.63046,131.18507,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Oil,EJ/yr,,,0.834622707,0.571560647,0.575751352,0.554648384,0.44015469,0.386657571,0.397368068,0.434051088,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Oil,EJ/yr,,,9.565824776,5.479313075,5.351132384,5.172090071,4.929903694,4.779221072,4.578275129,4.257386885,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Oil,EJ/yr,,,0,0,0,0,0.082421557,0.155549423,0.253334084,0.390812984,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Oil,EJ/yr,,,0,0,0,0.044135595,0.232048313,0.545163252,1.183219524,2.000201341,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Oil,EJ/yr,,,0.834622707,0.571560647,0.575751352,0.554648384,0.357733134,0.231108148,0.144033984,0.043238104,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Oil,EJ/yr,,,9.565824776,5.479313075,5.351132384,5.127954476,4.697855381,4.23405782,3.395055604,2.257185544,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Other,EJ/yr,,,0.0000036,0.0000036,0.0000036,0.0000036,0.0000036,0.0000036,0.0000036,0.0000036,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Other,EJ/yr,,,0.813247855,0.833578207,0.894854128,0.976889226,1.06386023,1.182068352,1.154082145,0.999864062,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Solar,EJ/yr,,,0.105605801,0.545962321,1.033541776,2.154671791,3.843659988,5.633449529,6.869649361,9.444476227,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Solar,EJ/yr,,,1.466344719,3.024039241,5.539242515,10.075903,17.166475,26.214985,35.602227,43.961762,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Primary Energy Wind,EJ/yr,,,0.771067531,1.13677114,2.006752099,3.713068744,5.858559304,7.643622754,8.885145712,10.553047,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Primary Energy Wind,EJ/yr,,,3.777883912,6.161441074,9.933275059,16.724742,27.299506,36.75897,38.96035,40.923084,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy,EJ/yr,,,68.503451,63.033474,57.707007,53.436376,47.775486,43.655507,39.910984,36.249411,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy,EJ/yr,,,398.76959,409.72714,402.38144,408.30534,393.88331,382.93515,365.95235,349.71153,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,16.015539,15.393287,14.121635,14.444357,16.469231,19.25246,21.645355,25.744622,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,96.480003,104.97713,109.14277,119.26264,129.42839,142.35574,153.25614,165.75476,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,0.25332906,0.217715716,0.347190421,0.590559306,0.970821135,1.386440506,1.725797246,2.182363229,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,1.53329815,2.089051975,2.767298324,3.832651386,5.416334998,7.101837591,8.814173801,10.457956,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,0,0,0,0,0.21586659,0.880719748,1.725797246,2.182363229,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,0,0,0,0.079172706,0.860707328,2.667788976,4.849676747,7.387863786,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,0.25332906,0.217715716,0.347190421,0.590559306,0.754954545,0.505720758,0,0,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,1.53329815,2.089051975,2.767298324,3.75347868,4.55562767,4.434048616,3.964497054,3.070092472,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,5.466437419,3.843314476,2.143355587,0.809851871,0.187045053,0.0493751,0.020491728,0.003407021,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,36.468066,33.021562,29.671428,27.931548,19.584983,12.533412,8.413964284,7.829854858,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,0,0,0,0.026084388,0.02291892,0.011171326,0.006961468,0.001589405,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,0,0,0.025585765,0.155172656,0.196933648,0.596023875,2.070407051,4.275128124,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,5.466437419,3.843314476,2.143355587,0.783767484,0.164126132,0.038203774,0.01353026,0.001817616,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,36.468066,33.021562,29.645842,27.776375,19.38805,11.937388,6.343557233,3.554726735,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,5.330615768,5.588127722,4.699768545,3.439616882,2.047503297,1.129210404,0.862161532,0.385270195,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,25.919285,33.134022,32.543099,30.591716,28.16784,25.832497,25.118483,23.371275,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,0,0,0,0,0.27619352,0.327242839,0.395952142,0.249888888,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,0,0,0,0.190967126,0.812693834,1.874389536,4.348170478,8.048443538,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,5.330615768,5.588127722,4.699768545,3.439616882,1.771309777,0.801967565,0.46620939,0.135381307,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,25.919285,33.134022,32.543099,30.400749,27.355146,23.958108,20.770312,15.322832,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,0.95933321,1.0548,1.091631187,1.129748434,1.169196647,1.210022302,1.252273494,1.296,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,14.312852,15.980212,17.073209,18.282106,19.62444,21.121071,22.796893,24.681727,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,2.985673633,2.963628,2.742648258,2.538145634,2.348891528,2.173748952,2.011665694,1.861668,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,9.441316877,9.6912,9.83239424,10.115547,10.56771,11.224719,12.134174,13.3596,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,0.143473402,0.042963534,0.056743603,0.068691054,0.04355014,0.026587201,0.018166674,0.018386497,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,2.747708279,1.042022857,0.887970027,0.731532942,0.537239717,0.386182247,0.261796599,0.169633504,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,0,0,0,0,0.00815502,0.01069583,0.011581801,0.016554922,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,0,0,0,0.007056535,0.020704273,0.037095564,0.06028181,0.069519925,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,0.143473402,0.042963534,0.056743603,0.068691054,0.03539512,0.01589137,0.006584874,0.001831575,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,2.747708279,1.042022857,0.887970027,0.724476407,0.516535444,0.349086682,0.201514789,0.100113579,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,0.0000036,0.0000036,0.0000036,0.0000036,0.0000036,0.0000036,0.0000036,0.0000036,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,0.813247855,0.833578207,0.894854128,0.976889226,1.06386023,1.182068352,1.154082145,0.999864062,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,0.105605801,0.545962321,1.033541776,2.154671791,3.843659988,5.633449529,6.869649361,9.444476227,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,1.466344719,3.024039241,5.539242515,10.075903,17.166475,26.214985,35.602227,43.961762,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Electricity,EJ/yr,,,0.771067531,1.13677114,2.006752099,3.713068744,5.858559304,7.643622754,8.885145712,10.553047,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Secondary Energy Electricity,EJ/yr,,,3.777883912,6.161441074,9.933275059,16.724742,27.299506,36.75897,38.96035,40.923084,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Trade Primary Energy,EJ/yr,,,2.442959109,2.590286068,2.400418775,2.329847248,1.420536121,0.86760532,0.594920153,0.610686761,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Trade Primary Energy,EJ/yr,,,-9.97267,-9.5596,-8.12551,-7.37473,-5.85364,-4.35053,-3.20033,-2.71024,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Trade Primary Energy,EJ/yr,,,-1.24902,-4.22473,-3.50383,-2.30742,-1.66547,-1.14447,-0.888024477,-0.356083617,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Trade Primary Energy,EJ/yr,,,-1.29187,0.351291768,0.702687524,0.88260214,1.532250988,2.029688902,2.551684158,2.831801502,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Trade Primary Energy,EJ/yr,,,-13.37781,-11.97586,-11.59858,-10.72809,-9.20078,-7.71524,-5.94138,-3.45545,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Trade Primary Energy,EJ/yr,,,-0.382493522,-0.466144628,-0.412407071,-0.610027426,-0.848599911,-0.901695169,-0.988267906,-1.09882,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Trade Secondary Energy,EJ/yr,,,-0.222358869,-0.20401859,-0.206171952,-0.210352379,-0.208282879,-0.20883165,-0.226511265,-0.255500285,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Trade Secondary Energy,EJ/yr,,,0.005063402,0.007779741,0.008355705,0.010074426,0.00874019,0.004385489,0.006252606,0.009712654,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Trade Secondary Energy,EJ/yr,,,2.483147587,1.692024493,1.47865823,1.441432574,1.314779217,1.246703582,1.356335518,1.677272233,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Trade Secondary Energy,EJ/yr,,,-1.44635,-1.23219,-1.2559,-1.30625,-1.26749,-1.18837,-1.09842,-1.01647,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Value Added Agriculture,billion US$2010/yr OR local currency,,,151.10767,152.04997,146.55528,142.0521,143.74778,145.68424,148.52612,149.93806,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Value Added Agriculture,billion US$2010/yr OR local currency,,,4635.1062,4537.9539,4138.1448,3810.539,3675.1345,3563.5488,3506.151,3452.5378,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Value Added Industry,billion US$2010/yr,,,3075.9159,2919.3822,2660.6464,2451.3216,2366.2164,2285.0418,2218.6837,2175.9514,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Value Added Industry,billion US$2010/yr,,,24773.717,23731.967,21595.763,19846.725,19000.421,18287.787,17762.086,17312.175,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Value Added Industry,billion US$2010/yr OR local currency,,,578.1075,523.40202,443.6737,395.28297,370.07598,340.2609,315.54643,301.67349,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Value Added Industry,billion US$2010/yr OR local currency,,,6144.2452,5810.7489,5058.4371,4472.7495,4037.4331,3663.1919,3340.0649,3044.4065,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),USA,Value Added Industry,billion US$2010/yr OR local currency,,,995.354,949.56542,874.07198,805.97062,773.888,746.68415,724.99585,705.85473,,,,,,,,,,
GEMINI-E3 7.0,Ambitious climate policies (NDC_LTT),World,Value Added Industry,billion US$2010/yr OR local currency,,,7846.1032,7548.8938,7024.9759,6589.5547,6469.3779,6376.7168,6342.213,6328.218,,,,,,,,,,
