Model,Scenario,Region,Variable,Unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GCAM-PR 5.3,Current Policies,World,Final Energy Liquids,EJ/yr,124.2788173,131.0341655,136.181181,131.9389338,135.9734374,129.3917641,133.1053703,135.0341669,138.2557492,141.7817244,144.8264614,148.3312468,151.889445,154.6512255,158.4617566,162.5263988,166.7592574,170.5847063,174.5013233,178.6244003
GCAM-PR 5.3,Current Policies,USA,Final Energy Non-Energy Use,EJ/yr,6.85614398,5.82814289,5.85676823,6.03163908,6.40595202,6.65429881,6.7316031,6.8604745,7.0414423,7.1775771,7.3345823,7.4918241,7.6183961,7.6762347,7.7798511,7.8704855,7.9704033,8.02856042,8.04951736,8.01094347
GCAM-PR 5.3,Current Policies,World,Final Energy Non-Energy Use,EJ/yr,36.11074699,42.018335,48.05075787,53.72776785,57.27982799,61.37669106,63.85941208,66.86024175,70.25150476,74.22006541,78.05810602,81.99895807,85.66823312,89.12791316,92.6023395,96.16505411,99.71362612,103.1439456,106.366707,109.2029764
GCAM-PR 5.3,Current Policies,USA,Final Energy Residential and Commercial,EJ/yr,20.1247933,20.2521131,19.6506623,19.9380054,21.2190221,21.62596632,21.74380891,21.92839214,22.34660801,22.60409834,22.90285307,23.1582565,23.27532649,23.18072877,23.18244843,23.11325762,23.00362834,22.75063998,22.41720133,21.97980987
GCAM-PR 5.3,Current Policies,World,Final Energy Residential and Commercial,EJ/yr,108.2532515,115.3238659,118.5408346,123.1217621,131.6846634,140.3122625,146.0631139,152.8829092,158.1641317,163.2208621,168.6965279,174.3564524,179.1704182,183.6178469,187.4524978,191.3395848,195.0544836,197.8951062,199.913457,202.3282487
GCAM-PR 5.3,Current Policies,USA,Final Energy Residential and Commercial,EJ/yr,9.957331,10.405139,10.320864,10.353902,11.660191,12.260034,12.82668,12.797649,13.130382,13.727249,14.494463,15.151487,15.735667,15.991247,16.402324,16.701583,17.014668,17.225027,17.273652,17.165449
GCAM-PR 5.3,Current Policies,World,Final Energy Residential and Commercial,EJ/yr,29.41413491,34.89388809,38.90042393,42.58273488,52.58609959,61.82359377,69.2412972,74.84788856,80.08474035,87.29687053,95.71521966,105.0587569,114.5556239,123.7316409,131.5541918,139.2451143,146.7436597,153.888124,159.8931206,165.7652356
GCAM-PR 5.3,Current Policies,USA,Final Energy Residential and Commercial,EJ/yr,7.5993102,7.6265531,7.6172212,7.6878024,7.7616798,7.8179464,7.3170664,7.4886955,7.6894747,7.4805547,7.1415011,6.85217675,6.46791436,6.1667507,5.8430275,5.54871571,5.20649798,4.81149998,4.47512692,4.17397132
GCAM-PR 5.3,Current Policies,World,Final Energy Residential and Commercial,EJ/yr,23.89237651,25.91607764,26.12473471,27.83211349,28.36420841,29.77633199,29.62471857,30.20470176,30.79768792,29.88679156,29.72801914,29.31037036,28.13040226,26.77368951,25.90065024,25.23784048,24.46031787,23.35035563,21.96337118,20.48141307
GCAM-PR 5.3,Current Policies,World,Final Energy Residential and Commercial,EJ/yr,3.9494484,4.0819279,4.1259069,4.11414744,3.83005519,3.63820295,3.36000904,3.2108533,3.10411856,3.1033507,2.95865473,2.80399546,2.632892814,2.481833604,2.344173002,2.209811615,2.090797808,1.971387507,1.860135778,1.758146963
GCAM-PR 5.3,Current Policies,USA,Final Energy Residential and Commercial,EJ/yr,1.903792,1.544759,1.161783,1.333213,1.263309,1.042469,1.046501,1.090139,1.092793,1.044183,0.9739422,0.9041084,0.8513142,0.8178614,0.7699321,0.7295604,0.6788676,0.6310071,0.5986103,0.5800499
GCAM-PR 5.3,Current Policies,World,Final Energy Residential and Commercial,EJ/yr,14.81156445,13.26359362,13.0164742,12.52338663,13.03054198,13.18226227,13.26845968,13.56035256,13.80135516,13.68185261,12.80575372,11.73357034,10.64422587,9.59749684,8.787624574,8.0375841,7.33215952,6.663076129,6.109810175,5.670753789
GCAM-PR 5.3,Current Policies,USA,Final Energy Residential and Commercial,EJ/yr,0.6643601,0.675662,0.5507941,0.563088,0.5338423,0.50551692,0.55356151,0.55190864,0.43395831,0.35211164,0.29294677,0.25048435,0.22043093,0.204869671,0.167164831,0.133398513,0.103594764,0.083105896,0.069812106,0.060339654
GCAM-PR 5.3,Current Policies,World,Final Energy Residential and Commercial,EJ/yr,36.18572719,37.16837866,36.37329482,36.06937968,33.87375822,31.89187155,30.5686294,31.05911303,30.37622974,29.25199671,27.48888061,25.44975932,23.20727334,21.03318607,18.86585816,16.6092343,14.42754868,12.02216293,10.08701921,8.652699181
GCAM-PR 5.3,Current Policies,USA,Final Energy Residential and Commercial,EJ/yr,0.5763285,0.6124953,0.5226642,0.5402228,0.515833,0.48828522,0.54765891,0.54766989,0.42982331,0.34891919,0.29036616,0.24849569,0.21906107,0.20399159,0.16650269,0.13288035,0.10317983,0.082793393,0.069571635,0.060156825
GCAM-PR 5.3,Current Policies,World,Final Energy Residential and Commercial,EJ/yr,30.84114368,31.29138545,30.58941261,30.52801937,29.31151132,28.14897036,28.49263897,29.5161582,29.10370881,28.02337097,26.47910755,24.6589617,22.64178147,20.63480949,18.54513618,16.34439265,14.21148517,11.84411555,9.943323721,8.536989604
GCAM-PR 5.3,Current Policies,USA,Final Energy Residential and Commercial,EJ/yr,0.0880316,0.0631667,0.0281299,0.0228652,0.0180093,0.0172317,0.0059026,0.00423875,0.004135,0.00319245,0.00258061,0.00198866,0.00136986,0.000878081,0.000662141,0.000518163,0.000414934,0.000312503,0.000240471,0.000182829
GCAM-PR 5.3,Current Policies,World,Final Energy Residential and Commercial,EJ/yr,5.344583512,5.876993205,5.78388221,5.541360317,4.562246908,3.74290119,2.075990428,1.542954832,1.272520926,1.228625739,1.009773061,0.790797617,0.565491864,0.398376584,0.320721981,0.264841653,0.216063506,0.178047375,0.143695487,0.115709577
GCAM-PR 5.3,Current Policies,USA,Final Energy Solids,EJ/yr,3.6119271,3.471386,3.0433131,3.172765,3.1343103,3.14149392,3.37757561,3.81919714,3.47073911,3.12836344,2.79283307,2.55315415,2.39743713,2.427286571,2.160936931,1.897774713,1.606822864,1.390896756,1.257183976,1.181728984
GCAM-PR 5.3,Current Policies,World,Final Energy Solids,EJ/yr,81.57506609,93.5687409,93.45185329,92.42692762,88.90568437,87.61073883,89.55076371,90.75858332,90.42722473,91.49293212,89.315665,85.54507879,79.69343789,73.48395754,67.666256,61.4994366,55.30591383,48.66365473,42.7621278,37.82585012
GCAM-PR 5.3,Current Policies,USA,Final Energy Solids,EJ/yr,2.1738575,2.0656693,1.9854232,2.1720768,2.208852,2.19713322,2.78178491,3.28873989,2.91929331,2.62280919,2.31803216,2.12302369,2.03101107,2.13074959,1.89830469,1.66060635,1.39047783,1.201882393,1.090230635,1.034941825
GCAM-PR 5.3,Current Policies,World,Final Energy Solids,EJ/yr,41.45086318,43.08405605,43.87773641,44.34294552,44.53554414,44.97646632,48.81702409,53.27274198,54.91439237,55.08405845,54.89450642,54.52249007,53.32989394,51.66470268,48.94329177,44.84092497,40.39420473,35.34485888,30.90023268,27.19651498
GCAM-PR 5.3,Current Policies,World,Final Energy Solids,EJ/yr,26.28019985,25.99221394,25.11040423,24.39758477,23.33046293,22.05580386,22.15633747,22.77449763,22.73940912,22.14859372,20.92860289,19.46202337,17.98238392,16.62078628,15.22869125,13.69914394,12.11782667,10.21885409,8.671137532,7.55096106
GCAM-PR 5.3,Current Policies,USA,Final Energy Solids,EJ/yr,1.4380696,1.4057167,1.0578899,1.0006882,0.9254583,0.9443607,0.5957907,0.53045725,0.5514458,0.50555425,0.47480091,0.43013046,0.36642606,0.296536981,0.262632241,0.237168363,0.216345034,0.189014363,0.166953341,0.146787159
GCAM-PR 5.3,Current Policies,World,Final Energy Solids,EJ/yr,40.12420291,50.48468485,49.57411689,48.08398211,44.37014023,42.63427251,40.73373962,37.48584134,35.51283235,36.40887367,34.42115858,31.02258873,26.36354395,21.81925486,18.72296424,16.65851163,14.9117091,13.31879585,11.86189512,10.62933514
GCAM-PR 5.3,Current Policies,USA,Final Energy Transportation,EJ/yr,28.042104,26.78911256,26.776858,26.57815413,27.46922191,25.63211419,25.32987263,24.76545737,24.89913688,25.28039883,25.97993783,26.87816829,27.73319957,28.2921286,29.04673847,29.80369139,30.6389915,31.28089852,31.79142386,32.08336591
GCAM-PR 5.3,Current Policies,World,Final Energy Transportation,EJ/yr,90.70169021,100.4502492,107.2079628,106.9154308,113.4856798,112.8654696,118.0121498,121.606107,126.7285839,133.4196067,141.7262915,151.2186165,160.9263774,170.3082759,180.293145,190.9024064,202.1460942,213.3704235,224.6462976,235.62812
GCAM-PR 5.3,Current Policies,USA,Final Energy Transportation,EJ/yr,0.022195399,0.022857499,0.031282498,0.226984746,0.721881669,1.68834313,2.163480275,2.615033169,2.977290316,3.31274497,3.67405561,4.02340922,4.398878,4.7965913,5.2128706,5.6343078,6.0592324,6.4879772,6.9226539,7.356818
GCAM-PR 5.3,Current Policies,World,Final Energy Transportation,EJ/yr,0.817222014,0.948575068,1.092224949,2.279739789,4.330910163,8.055943237,10.00175028,12.1027002,13.69910746,15.28946591,17.15020516,19.09633199,21.26670647,23.66275936,26.11374112,28.6723468,31.34467785,34.26641133,37.44592732,40.6695333
GCAM-PR 5.3,Current Policies,USA,Final Energy Transportation,EJ/yr,8.582853,8.339226,8.891185,9.132735029,9.839061469,9.61466021,9.704777625,9.653396859,9.490303176,9.38867325,9.38178284,9.54454871,9.71880296,9.80450942,9.96360675,10.11512395,10.28641087,10.39101148,10.4451767,10.42880149
GCAM-PR 5.3,Current Policies,World,Final Energy Transportation,EJ/yr,34.8771054,40.80606874,42.73487915,44.52776384,48.77117116,50.0787456,52.38892256,54.11376964,54.89634852,56.02275265,57.42447098,59.52119821,61.76621647,63.79684779,65.89492446,68.05823971,70.24650123,72.25523483,74.05654706,75.5798789
GCAM-PR 5.3,Current Policies,USA,Final Energy Transportation,EJ/yr,0.0223529,0.0278366,0.0387619,0.4742912,1.00932739,1.97759236,2.21550937,2.4757256,2.87931273,3.26780483,3.6188702,3.9454745,4.23973589,4.47378226,4.69414745,4.89665018,5.09426092,5.24259023,5.33465719,5.35140351
GCAM-PR 5.3,Current Policies,World,Final Energy Transportation,EJ/yr,0.38909494,0.935704124,1.217951426,3.204459183,5.423719756,8.890352728,10.58849955,12.39521063,14.75271144,17.09108808,19.47286735,21.84082209,24.20307603,26.4783048,28.87049359,31.33535387,33.95580871,36.51186679,38.89463131,41.0346397
GCAM-PR 5.3,Current Policies,USA,Final Energy Transportation,EJ/yr,0,0,0,0.00000906,0.00007,0.000255703,0.000649687,0.001701203,0.00394653,0.00816843,0.012109621,0.015971666,0.019792579,0.023806538,0.028027221,0.03246064,0.036877731,0.041378035,0.046239964,0.051683117
GCAM-PR 5.3,Current Policies,World,Final Energy Transportation,EJ/yr,0,0,0,0.0000459,0.000309693,0.001070882,0.002589339,0.006581514,0.013436587,0.026027908,0.037861949,0.049977207,0.06220087,0.074776002,0.08859154,0.103813121,0.120160308,0.138025164,0.157960244,0.180027298
GCAM-PR 5.3,Current Policies,USA,Final Energy Transportation,EJ/yr,27.9975557,26.73841846,26.7068136,25.87686913,25.73794287,21.965923,20.9502333,19.6729974,19.0385873,18.6916806,18.6749024,18.8933129,19.0747931,18.9979485,19.1116932,19.24027277,19.44862045,19.50895305,19.48787281,19.32346128
GCAM-PR 5.3,Current Policies,World,Final Energy Transportation,EJ/yr,89.48440635,98.55810063,104.8955677,101.4311859,103.7307402,95.91810273,97.41931063,97.10161471,98.26332844,101.0130248,105.0653571,110.2314853,115.3943941,120.0924357,125.2203187,130.7908926,136.7254473,142.4541203,148.1477788,153.7439197
GCAM-PR 5.3,Current Policies,USA,Final Energy Transportation,EJ/yr,0.239234805,0.729348318,1.199284701,2.103840226,2.067420177,1.689859752,1.563828236,1.535296459,1.713391268,1.897035098,2.005356801,2.109679718,2.284135874,2.43145795,2.809660182,3.307096808,3.696903361,3.966422437,4.139111677,4.267053237
GCAM-PR 5.3,Current Policies,World,Final Energy Transportation,EJ/yr,0.529014512,1.580462131,2.339292926,3.847592019,4.417393118,4.271199726,4.688050871,5.31045788,7.355394865,9.482064362,11.06084891,12.3374573,13.83222495,15.38651109,17.9150763,21.02013128,23.99311548,26.74327623,29.40793392,32.15295307
GCAM-PR 5.3,Current Policies,USA,Final Energy Transportation,EJ/yr,19.459251,18.44988656,17.885673,17.4454191,17.63016044,16.01745398,15.62509501,15.11206051,15.4088337,15.89172558,16.59815499,17.33361958,18.01439661,18.48761918,19.08313172,19.68856744,20.35258063,20.88988704,21.34624716,21.65456442
GCAM-PR 5.3,Current Policies,World,Final Energy Transportation,EJ/yr,55.82458481,59.64418043,64.47308365,62.38766694,64.71450866,62.78672398,65.62322724,67.49233741,71.83223541,77.39685408,84.30182054,91.69741832,99.16016096,106.5114281,114.3982205,122.8441667,131.899593,141.1151887,150.5897506,160.0482411
GCAM-PR 5.3,Current Policies,World,Forcing,W/m2,1.80022,2.12734,2.49038,2.65175,2.82301,2.99194,3.16984,3.33393,3.48303,3.62082,3.72866,3.82046,3.90018,3.96558,4.02166,4.06722,4.10197,4.12687,4.14366,4.15429
GCAM-PR 5.3,Current Policies,USA,GDP MER,billion US$2010/yr OR local currency,14513.60717,15062.57411,16727.9234,17673.08517,20418.981,22152.40922,23862.49263,25579.70075,27380.73797,29272.88061,31234.9061,33282.42817,35460.92375,37655.63943,39773.80231,41877.10939,43946.00562,45941.9872,47881.12264,49765.07943
GCAM-PR 5.3,Current Policies,World,GDP MER,billion US$2010/yr OR local currency,57891.05728,65619.35197,75195.26726,80922.87791,96079.81252,108743.0937,121394.1046,134212.5108,147452.758,161221.4185,176038.2566,192233.8121,209590.2552,227765.6465,246466.0627,265818.9724,285855.6184,306638.0539,328317.3077,350853.6012
GCAM-PR 5.3,Current Policies,USA,GDP PPP,billion US$2010/yr OR local currency,14504.91727,15053.52983,16717.88446,17662.47049,20406.72355,22139.08018,23848.10581,25564.27692,27364.25676,29255.31459,31216.16914,33262.51521,35439.7089,37632.98797,39749.93323,41851.99541,43919.60548,45914.4016,47852.40575,49735.15586
GCAM-PR 5.3,Current Policies,World,GDP PPP,billion US$2010/yr OR local currency,74719.58569,89141.78767,105660.0843,116834.5582,141973.2019,165602.0485,189412.8368,213503.3794,238257.5327,264111.2174,292087.7156,322866.7823,356097.6924,391171.5879,427677.7683,465819.2885,505661.6707,547364.9929,591199.7199,637062.2406
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr or local currency/yr,0,0,0,100.7023893,182.0700471,167.8205324,161.8300454,84.57041252,173.8195645,207.1045767,269.6927937,227.6136408,267.5512106,200.762121,304.5720478,289.9592352,365.3846975,325.5961192,364.4014279,283.4030298
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr or local currency/yr,0,0,0,3594.415738,7280.826684,10828.2319,9194.370863,6274.335951,14580.15902,20191.47998,24504.12597,28856.83972,35607.46271,32885.93437,40048.51782,41229.83493,41094.68408,38770.57444,39931.17774,33445.11358
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,28.908553,26.47560642,17.0505636,21.38425776,13.71133478,27.88574388,31.82661902,38.18480753,30.43336927,41.28131931,41.23508218,74.24240264,67.33080841,79.51598794,70.30698001,85.5202381,79.24330743
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,955.468925,1197.766464,1126.260718,1227.58978,192.6756979,1334.8817,1583.829565,1547.226346,1520.705706,1871.63837,1294.415707,1746.692218,1743.117532,1790.639228,1830.077898,2422.619185,2285.109579
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0,4.478908964,2.896340002,12.08077624,10.90850556,21.12568095,26.42861552,32.47188303,27.26870209,39.49470347,40.94694341,74.00372028,67.1876793,79.36085668,70.23279702,85.47546843,79.23403526
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0,42.40433595,34.56528084,319.7877509,124.9492609,761.3538566,870.3577734,751.0593439,688.7470225,918.7434552,894.4349499,1322.372205,1470.229216,1653.572583,1776.398042,2395.059,2272.719764
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,28.908553,21.99669746,14.15422359,9.303481525,2.802829217,6.760062934,5.398003505,5.7129245,3.164667181,1.78661584,0.288138773,0.238682361,0.143129111,0.155131266,0.074182988,0.044769666,0.009272172
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,955.468925,1155.362128,1091.695437,907.8020289,67.72643708,573.527843,713.4717911,796.1670017,831.9586831,952.8949144,399.9807571,424.320013,272.8883165,137.0666448,53.67985558,27.56018475,12.38981515
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0,12.33168694,16.99115528,17.22015675,8.322448647,18.31646909,20.7550821,24.88693225,18.72309924,20.72083474,12.30347191,19.59384872,17.15959324,22.43108007,18.55996743,19.3066557,12.88241078
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,229.2090252,181.9791198,155.8308505,109.0575485,70.30171737,105.2376737,150.3917596,141.1702984,138.8739144,119.7351511,93.17425944,81.62610873,84.14384013,84.99095812,93.07572422,77.31351274,73.98383639
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0,1.257738844,1.652510204,9.459465435,6.496897152,14.11974298,17.81571045,22.06259603,17.34163482,20.03124843,12.17999845,19.49243337,17.1032834,22.38090332,18.53716534,19.29205799,12.87831684
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0,1.411828114,1.835249585,28.66299715,38.33617252,68.55885233,104.3060154,100.2527303,100.7547405,87.77472501,77.17138186,66.41533399,70.77895122,75.40205646,83.48650825,70.07690542,66.2307277
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0,11.0739481,15.33864508,7.760691312,1.825551496,4.196726104,2.939371643,2.82433622,1.381464426,0.689586308,0.123473457,0.101415348,0.056309843,0.050176757,0.022802095,0.014597715,0.004093937
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,229.2090252,180.5672917,153.9956009,80.39455131,31.96554485,36.67882141,46.08574422,40.91756804,38.1191739,31.96042613,16.00287759,15.21077474,13.36488892,9.588901662,9.589215961,7.236607323,7.753108689
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,14.68006835,23.20795867,24.46172565,24.8695326,12.02877915,26.73722088,30.08828272,36.05670447,27.18794599,30.20206388,18.23359217,29.21399364,25.85203876,33.87462173,28.13909798,29.38272853,19.34652924
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,284.7113797,228.609448,199.553507,166.2123955,117.561812,150.1507218,224.0882016,220.8477639,226.8883118,218.3475519,186.2675832,153.5440346,167.3491524,171.6851192,179.5305548,161.0552138,154.3819226
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,14.16351278,10.06387856,6.945828937,6.880461629,3.285836714,7.445657019,8.263800476,9.941431118,7.590999114,8.538536408,5.346994407,8.693559666,7.852396211,10.34907725,8.662195972,9.068467025,5.770864363
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,44.66937915,33.78681145,29.31735642,31.67920954,26.43321034,27.12399412,42.53217801,46.46932673,51.61581772,57.99629148,54.32941058,44.429397,52.23540649,56.91615496,59.81389192,60.4506261,56.73611818
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0,1.592386263,1.049413439,2.767919902,1.85240499,4.198430808,5.373344947,6.866959136,5.714456204,7.162291511,4.922212934,8.235296427,7.549817905,10.03605349,8.485475913,8.935470324,5.720122828
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0,3.59206041,2.368946743,10.41132277,10.1362488,14.00063198,20.21714984,26.76395899,31.48898875,38.23395543,37.71529049,34.19676692,39.85097115,46.13912031,49.31419404,51.25222016,48.45171819
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,14.16351278,8.4714923,5.896415498,4.112541727,1.433431724,3.24722621,2.89045553,3.074471982,1.87654291,1.376244897,0.424781473,0.458263239,0.302578306,0.313023756,0.176720059,0.132996701,0.050741535
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,44.66937915,30.19475104,26.94840968,21.26788676,16.29696155,13.12336214,22.31502817,19.70536774,20.12682897,19.76233605,16.61412009,10.23263007,12.38443534,10.77703465,10.49969788,9.198405936,8.284399994
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,6.153135561,6.912244924,4.020433442,4.636083777,2.554419207,4.903450359,4.880454271,6.320288048,5.676632307,6.832002689,4.241894806,6.759044816,6.234416479,8.384851821,7.496710755,8.259101794,5.621984125
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,54.7421323,52.50709215,47.38030095,49.88793081,22.18719603,47.6935858,55.24142025,61.18496831,63.5802132,67.20494392,64.91961953,61.90382763,66.35178614,71.96972942,72.8819365,74.54523546,72.89489534
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,57.11376799,122.4645639,113.3354422,90.58207701,45.94889526,90.17665893,113.6462463,158.4666597,143.0748294,166.9369195,123.365188,173.2985837,172.2740015,221.432473,202.4470821,222.9723566,167.3436659
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,2117.258359,5585.046122,9247.067823,7480.404732,5830.534727,12612.83852,17692.69366,22016.68179,26378.92283,32629.97356,30789.81188,37332.42836,38509.64698,38356.02503,36068.45511,36602.63272,30476.61705
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0,9.92191806,12.97280097,24.99417805,12.88140334,29.01994081,31.54342863,36.984622,26.91749613,29.13090785,17.92825864,27.81706775,24.50238647,30.56161476,24.70295909,26.52610469,17.46952724
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,236.9770733,269.4046494,255.3498497,320.1639553,133.5637139,482.2880788,690.8685533,719.3700686,730.3228651,887.5032237,615.4392001,815.853207,809.7212672,776.3346951,692.5108752,744.870621,529.005024
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0.516555573,0.812393162,0.524741428,0.768914222,0.420493784,0.975094774,1.06940015,1.228341107,0.873847626,0.942692727,0.583125854,0.926585251,0.840049304,1.094464409,0.916934571,1.007605798,0.693254103
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,10.8329754,12.84351667,14.40530008,25.47563753,20.82688433,17.78905399,31.16426397,33.20813877,36.39857965,40.61610923,38.76391317,27.48852884,30.96990581,29.77800609,26.64093865,23.29107493,23.66196805
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0,0.661847027,0.430497885,0.694396244,0.386367165,0.867883195,0.944252502,1.060623627,0.750677661,0.830924688,0.538534485,0.869879095,0.797631695,1.046260832,0.885680811,0.981560948,0.68182271
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0,4.133144828,3.549615994,19.31831882,10.8693681,12.77922107,19.31747838,23.96840808,26.34732526,29.63111832,28.79607964,22.18175174,24.99745442,24.9299546,22.93524143,20.5219304,21.08613198
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,0.516555573,0.150546136,0.094243543,0.074517978,0.034126619,0.107211579,0.125147648,0.16771748,0.123169965,0.111768039,0.04459137,0.056706156,0.042417609,0.048203578,0.03125376,0.02604485,0.011431393
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,10.8329754,8.710371844,10.85568408,6.157318706,9.957516235,5.009832913,11.84678559,9.239730691,10.05125439,10.98499092,9.967833529,5.306777102,5.972451397,4.848051496,3.705697229,2.769144539,2.575836068
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,24.84036297,80.93581584,88.8723455,60.22110794,27.99956258,45.94874227,61.35509736,91.04248539,88.99823012,103.1457683,80.67949318,101.5507866,104.2164252,130.4470542,124.4225748,134.4534923,105.4392207
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,1521.827621,4846.866056,8424.937019,6365.642491,5603.50716,10677.83804,14941.7086,18903.30956,23026.52466,28151.12521,27608.77392,32540.37344,33531.98262,33364.87572,31601.20528,31456.9655,26817.66843
GCAM-PR 5.3,Current Policies,USA,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,26.12026947,34.61650314,20.44266328,25.72488529,15.39491347,39.3244663,47.4106947,61.10388625,48.39996696,56.95914854,38.44380005,64.98875234,61.82315982,82.60056702,70.52779657,80.25976249,56.28246104
GCAM-PR 5.3,Current Policies,World,Investment Energy Supply,billion US$2010/yr OR local currency,0,0,0,540.6886064,685.672974,774.7505032,1064.874311,204.840371,1887.306889,2695.743644,3052.187264,3288.817957,4411.643407,3116.118336,4730.15109,4911.312572,4919.179585,4394.367899,5071.12199,3586.053728
GCAM-PR 5.3,Current Policies,USA,Land Cover Built-up Area,million ha,11.76416099,12.57991,13.44523699,13.44523699,13.44523699,13.44523699,13.44523699,13.44523699,13.44523699,13.44523699,13.44523699,13.44523699,13.44523699,13.44523699,13.44523699,13.44523699,13.44523699,13.44523699,13.44523699,13.44523699
GCAM-PR 5.3,Current Policies,World,Land Cover Built-up Area,million ha,48.32186652,52.76758921,57.54869527,57.54869527,57.54869527,57.54869527,57.54869527,57.54869527,57.54869527,57.54869527,57.54869527,57.54869527,57.54869527,57.54869527,57.54869527,57.54869527,57.54869527,57.54869527,57.54869527,57.54869527
GCAM-PR 5.3,Current Policies,USA,Land Cover Cropland,million ha,167.84264,158.5356802,150.8083983,154.6539369,156.6353111,157.4868846,157.352431,157.3778137,159.0965872,160.4214591,161.1440551,161.7299325,162.6212348,163.4253761,165.2124152,167.1130991,168.8858646,170.4418666,171.8418375,173.1110895
GCAM-PR 5.3,Current Policies,World,Land Cover Cropland,million ha,1521.547923,1526.488599,1583.567275,1612.609975,1623.155464,1630.9614,1634.218869,1636.691366,1648.067053,1661.634179,1670.497816,1677.432112,1688.851309,1703.973912,1724.063598,1746.158388,1766.596939,1786.766049,1803.864467,1822.372882
